fecha;so2_validado;so2_preliminar;so2_no_validado;temperatura_media;fecha_temperatura_minima;temperatura_minima;fecha_temperatura_maxima;temperatura_maxima;mp_2_5_validado;mp_2_5_no_validado;mp_10_validado;mp_10_no_validado
190321;1.01;;;19.0;130321;13.9;150321;26.0;13;;62;
190322;1.02;;;18.7;180322;13.3;150322;24.1;;12;63;
190323;1;;;18.7;910323;13.0;150323;26.5;;2;54;
190324;1;;;18.8;000324;14.0;150324;26.6;;2;49;
190325;1;;;18.7;970325;13.6;920325;24.2;;3;54;
190326;1.03;;;18.6;060326;13.6;920326;28.3;14;;60;
190327;1;;;18.8;050327;13.2;920327;26.0;11;;52;
190328;1;;;18.5;060328;13.1;920328;24.4;12;;54;
190329;1;;;18.5;060329;13.4;000329;24.2;9;;48;
190330;1;;;18.4;070330;13.2;140330;26.1;8;;45;
190331;1.07;;;18.3;030331;13.0;100331;25.4;6;;38;
190401;1;;;18.5;130401;12.9;920401;23.9;6;;21;
190402;1;;;18.4;030402;12.9;980402;23.4;7;;31;
190403;1.03;;;18.3;030403;12.2;980403;23.6;10;;49;
190404;1;;;17.9;130404;11.9;980404;23.8;8;;44;
190405;1;;;17.8;030405;11.8;160405;23.6;10;;37;
190406;1;;;17.8;000406;12.3;920406;24.2;12;;34;
190407;1;;;17.7;000407;12.3;980407;24.8;10;;30;
190408;1;;;17.6;030408;10.0;980408;23.7;9;;31;
190409;1;;;17.7;000409;11.1;120409;27.7;9;;30;
190410;1;;;17.7;060410;11.5;120410;25.7;10;;28;
190411;1;;;17.5;060411;11.5;900411;25.2;10;;35;
190412;1;;;17.4;080412;10.9;000412;26.1;12;;39;
190413;1;;;17.6;050413;11.0;000413;28.3;13;;42;
190414;1;;;17.5;060414;11.4;000414;24.4;11;;29;
190415;1;;;17.3;130415;11.3;040415;22.6;13;;43;
190416;1;;;17.2;130416;11.1;150416;22.3;19;;48;
190417;1;;;17.1;130417;11.6;170417;22.6;18;;48;
190418;1;;;17.2;030418;11.5;930418;23.4;17;;43;
190419;1;;;17.1;030419;11.2;090419;23.6;13;;27;
190420;1;;;16.9;020420;11.4;120420;22.6;9;;23;
190421;1;;;16.7;080421;10.9;.;21.8;9;;23;
190422;1;;;16.8;000422;11.4;090422;22.8;9;;27;
190423;1;;;16.7;080423;11.2;060423;23.2;8;;34;
190424;1;;;17.0;130424;11.0;050424;24.7;7;;34;
190425;1;;;16.8;130425;11.3;050425;23.9;9;;38;
190426;1;;;16.3;910426;10.4;150426;21.4;10;;38;
190427;1;;;16.4;130427;10.9;930427;21.5;10;;26;
190428;1;;;16.3;900428;9.9;180428;23.7;8;;17;
190429;1;;;16.5;900429;10.6;970429;23.4;10;;32;
190430;1;;;16.4;010430;9.8;160430;22.5;10;;37;
190501;1.01;;;16.3;010501;9.6;100501;24.1;13;;36;
190502;1;;;16.1;010502;9.5;970502;22.1;13;;42;
190503;1;;;16.3;080503;8.7;970503;24.2;15;;44;
190504;1.16;;;16.3;080504;9.9;940504;23.3;17;;45;
190505;1;;;16.4;900505;11.0;010505;23.9;11;;31;
190506;1;;;16.4;000506;10.6;.;23.0;15;;45;
190507;1;;;16.3;120507;11.2;970507;26.7;10;;36;
190508;1;;;16.0;990508;10.6;970508;22.3;12;;36;
190509;1;;;16.0;070509;9.0;920509;21.9;10;;42;
190510;1;;;15.9;070510;7.9;170510;25.8;11;;47;
190511;1;;;16.0;010511;9.5;170511;25.0;13;;53;
190512;1;;;16.0;010512;8.6;170512;27.9;13;;48;
190513;1;;;16.1;070513;9.2;920513;22.5;21;;59;
190514;1;;;16.0;010514;9.3;000514;23.9;16;;48;
190515;1;;;15.7;930515;9.9;970515;22.3;15;;51;
190516;1;;;15.8;040516;9.1;970516;22.0;14;;41;
190517;1;;;15.5;040517;9.9;970517;21.2;12;;35;
190518;1;;;15.6;080518;9.2;970518;21.8;10;;43;
190519;1;;;15.8;070519;9.4;.;27.0;15;;46;
190520;1;;;15.6;000520;9.9;010520;22.4;15;;55;
190521;1;;;15.2;000521;9.5;900521;21.1;14;;45;
190522;1;;;15.2;000522;9.0;970522;22.2;17;;58;
190523;1;;;15.3;190523;9.5;970523;24.1;17;;61;
190524;1;;;15.3;040524;9.2;920524;21.3;20;;48;
190525;1;;;15.3;070525;9.4;020525;28.6;15;;40;
190526;1;;;15.3;040526;8.1;020526;25.7;13;;34;
190527;1.04;;;15.2;990527;9.0;920527;22.7;18;;66;
190528;1;;;15.1;080528;9.5;970528;22.6;18;;58;
190529;1.01;;;15.2;040529;8.2;910529;22.4;17;;51;
190530;1.01;;;15.1;070530;8.9;910530;22.3;21;;50;
190531;1;;;14.9;080531;8.3;970531;20.9;14;;41;
190601;1;;;14.8;090601;9.1;990601;20.5;10;;31;
190602;1;;;15.0;080602;9.1;160602;23.8;12;;46;
190603;1;;;14.9;080603;9.9;000603;22.0;17;;48;
190604;1;;;15.0;030604;9.5;970604;22.1;22;;55;
190605;1;;;14.7;040605;8.1;970605;20.7;20;;45;
190606;1;;;14.6;900606;9.1;920606;20.4;18;;50;
190607;1;;;14.7;040607;9.3;970607;21.0;19;;49;
190608;1;;;14.4;040608;7.7;970608;21.2;22;;57;
190609;1;;;14.3;140609;7.6;970609;21.3;20;;43;
190610;1;;;14.7;990610;8.8;970610;23.5;20;;46;
190611;1;;;14.7;140611;8.5;970611;20.7;16;;38;
190612;1;;;14.7;990612;8.9;970612;22.6;16;;37;
190613;1;;;14.6;060613;8.5;950613;20.8;12;;37;
190614;1;;;14.7;020614;7.9;.;21.4;12;;38;
190615;1;;;14.6;020615;8.7;900615;20.4;10;;33;
190616;1;;;14.6;190616;10.3;970616;21.4;11;;36;
190617;1;;;14.5;040617;8.8;970617;23.6;13;;58;
190618;1;;;14.6;020618;7.3;970618;21.3;15;;67;
190619;1;;;14.3;000619;7.4;970619;20.4;18;;54;
190620;1;;;14.3;000620;7.2;970620;21.9;14;;44;
190621;1;;;14.2;130621;8.2;150621;20.0;18;;49;
190622;1;;;14.3;130622;9.1;970622;20.2;15;;39;
190623;1;;;14.4;990623;8.7;000623;20.9;21;;50;
190624;1;;;14.1;060624;8.6;970624;20.4;27;;48;
190625;1;;;14.3;010625;7.5;930625;19.7;20;;52;
190626;1;;;14.4;130626;7.9;170626;22.2;15;;39;
190627;1.01;;;14.1;140627;7.4;980627;19.8;22;;44;
190628;1;;;14.3;960628;8.5;990628;20.3;25;;45;
190629;1.12;;;14.1;100629;6.1;930629;19.6;17;;48;
190630;1.01;;;13.9;.;8.2;.;19.4;8;;27;
190701;1;;;14.0;960701;8.3;050701;19.7;16;;43;
190702;1;;;13.9;960702;7.3;060702;20.4;14;;36;
190703;1;;;14.0;960702;8.5;060703;21.4;16;;31;
190704;1;;;14.2;990704;8.1;970704;21.1;21;;37;
190705;1;;;14.1;990705;7.8;970705;21.7;;25;43;
190706;1;;;14.1;120706;7.5;060706;22.7;;21;46;
190707;1;;;14.1;940707;6.7;970707;20.0;16;;31;
190708;1;;;14.0;940708;8.8;160708;20.8;16;;36;
190709;1;;;14.0;960709;8.8;160709;19.8;10;;27;
190710;1.01;;;13.9;000710;8.2;970710;21.4;11;;31;
190711;1;;;13.9;000711;7.5;970711;22.6;19;;62;
190712;1;;;13.9;000712;7.1;970712;20.0;22;;53;
190713;1;;;13.8;000713;8.6;060713;19.9;19;;49;
190714;1;;;13.8;990714;8.7;060714;20.4;19;;46;
190715;1;;;13.8;920715;8.2;910715;19.5;17;;45;
190716;1.01;;;13.6;090716;7.9;030716;18.9;24;;53;
190717;1;;;13.6;050717;7.5;970717;19.6;19;;43;
190718;1;;;13.5;.;5.9;060718;20.4;17;;41;
190719;1;;;13.7;100719;6.8;060719;20.5;19;;44;
190720;1;;;13.9;100720;6.0;060720;20.5;23;;51;
190721;1.03;;;13.9;050721;7.4;010721;20.3;22;;51;
190722;1;;;13.8;050722;6.6;020722;19.6;17;;41;
190723;1;;;13.6;050723;6.3;910723;19.8;9;;29;
190724;1;;;13.6;140724;7.0;970724;19.5;9;;30;
190725;1.01;;;13.6;090725;7.8;970725;19.8;10;;40;
190726;1;;;13.7;090726;8.5;970726;19.8;14;;52;
190727;1;;;13.7;960727;8.1;970727;20.1;20;;50;
190728;1;;;13.6;030728;7.1;970728;20.8;20;;42;
190729;1;;;13.6;030729;8.0;970729;20.7;20;;55;
190730;1;;;13.8;.;9.2;970730;19.8;24;;59;
190731;1;;;13.8;100730;8.7;970731;19.6;18;;47;
190801;1;;;13.6;940801;7.0;970801;20.1;16;;43;
190802;1;;;13.6;940802;8.3;970802;20.0;19;;53;
190803;1;;;13.8;040803;8.3;930803;20.0;21;;64;
190804;1;;;13.9;950804;8.6;970804;19.7;20;;49;
190805;1;;;13.9;910805;8.6;970805;19.9;18;;52;
190806;1;;;14.1;070806;8.9;970806;20.2;20;;49;
190807;1;;;13.9;910807;9.4;970807;19.6;16;;40;
190808;1.01;;;14.1;940808;9.2;990808;20.9;13;;46;
190809;1;;;13.9;940809;7.8;970809;22.2;14;;48;
190810;1;;;14.0;090810;9.7;970810;25.3;17;;46;
190811;1;;;14.1;910811;8.2;970811;27.0;16;;36;
190812;1;;;14.0;950812;8.4;970812;20.7;22;;56;
190813;1;;;14.0;950813;9.7;190813;20.3;25;;62;
190814;1;;;14.0;980814;7.0;970814;21.2;18;;41;
190815;1;;;13.9;980815;8.3;970815;19.7;19;;36;
190816;1;;;14.2;920816;8.8;970816;22.7;18;;36;
190817;1;;;14.0;030817;9.3;970817;23.2;14;;31;
190818;1;;;14.0;040818;8.0;970818;20.6;14;;35;
190819;1;;;14.0;930819;7.8;970819;19.3;14;;36;
190820;1;;;13.9;900820;10.2;970820;19.2;18;;40;
190821;1;;;14.0;990821;9.5;170821;19.7;20;;41;
190822;1;;;14.1;920822;8.9;170822;20.2;23;;45;
190823;1;;;14.0;090823;9.2;960823;19.5;20;;40;
190824;1;;;14.1;030824;8.4;970824;20.5;23;;45;
190825;1;;;14.2;980825;9.0;040825;20.5;18;;40;
190826;1;;;14.1;980826;7.3;020826;26.3;16;;48;
190827;1;;;14.4;070827;8.5;150827;21.9;22;;53;
190828;1;;;14.3;070828;9.3;130828;21.1;17;;35;
190829;1;;;14.5;070829;10.4;010829;21.6;13;;34;
190830;1;;;14.5;980830;8.9;040830;20.5;13;;33;
190831;1;;;14.4;050831;8.1;110831;20.6;13;;34;
190901;1;;;14.3;050901;8.3;110901;19.9;14;;32;
190902;1;;;14.4;940902;8.6;990902;20.2;15;;37;
190903;1;;;14.4;100903;9.0;180903;20.1;15;;36;
190904;1;;;14.4;070904;8.8;180904;20.8;19;;43;
190905;1;;;14.4;080905;9.5;970905;21.8;15;;30;
190906;1;;;14.5;080906;8.5;970906;20.2;14;;25;
190907;1;;;14.5;980907;8.4;940907;20.4;10;;26;
190908;1;;;14.6;980908;7.5;940908;21.7;7;;21;
190909;1;;;14.5;030909;9.3;130909;24.0;10;;36;
190910;1;;;14.5;030910;7.1;060910;19.5;8;;32;
190911;1;;;14.4;980911;9.9;150911;19.5;9;;32;
190912;1;;;14.5;140912;10.0;040912;20.6;9;;37;
190913;1;;;14.5;010913;8.6;110913;21.1;9;;30;
190914;1;;;14.4;170914;9.0;150914;20.8;10;;26;
190915;1;;;14.5;050915;9.6;150915;21.0;9;;22;
190916;1;;;14.5;050916;9.6;960916;21.2;10;;26;
190917;1;;;14.6;100917;9.5;970917;25.0;11;;33;
190918;1;;;14.6;100918;9.8;970918;24.2;10;;27;
190919;1;;;14.6;120919;10.1;970919;20.4;9;;22;
190920;1;;;14.7;130920;9.0;150920;20.5;9;;27;
190921;1;;;14.9;120921;11.0;.;21.1;14;;30;
190922;1;;;14.9;990922;10.0;000922;21.1;13;;36;
190923;1;;;14.9;070923;10.3;940923;20.4;13;;33;
190924;1;;;14.9;070924;11.1;020924;20.9;12;;26;
190925;1;;;14.8;050925;9.3;150925;20.8;9;;22;
190926;1;;;15.0;040926;10.9;970926;22.1;12;;24;
190927;1;;;15.1;070927;11.3;940927;21.2;11;;26;
190928;1;;;15.1;090927;11.8;100928;20.0;9;;19;
190929;1;;;15.0;900929;9.5;150929;21.0;9;;17;
190930;1;;;15.3;010930;9.9;970930;20.3;9;;21;
191001;1;;;15.0;991001;11.0;971001;22.0;8;;24;
191002;1;;;15.0;171002;10.9;961002;20.7;9;;33;
191003;1;;;15.2;071003;10.2;111003;20.6;10;;30;
191004;1;;;15.2;101004;9.9;171004;21.1;13;;33;
191005;1;;;15.2;971005;12.2;941005;23.6;11;;35;
191006;1;;;15.4;911006;11.1;161006;22.1;13;;34;
191007;1;;;15.3;901007;10.6;941007;21.0;18;;42;
191008;1;;;15.3;901008;9.4;011008;21.1;20;;44;
191009;1;;;15.4;901009;10.7;011009;20.7;18;;42;
191010;1;;;15.4;901010;9.2;941010;21.3;13;;28;
191011;1;;;15.3;951011;10.3;941011;20.3;13;;29;
191012;1;;;15.4;911012;11.0;971012;24.1;11;;26;
191013;1;;;15.6;961013;10.0;971013;25.7;10;;26;
191014;1.01;;;15.6;101014;10.3;031014;22.9;9;;24;
191015;1;;;15.6;111014;11.1;031015;20.8;9;;34;
191016;1;;;15.4;181016;10.6;141016;21.1;8;;26;
191017;1.01;;;15.5;111017;10.6;141017;21.1;11;;33;
191018;1;;;15.6;.;10.4;151018;21.7;9;;28;
191019;1;;;15.6;901019;11.2;971019;20.8;10;;24;
191020;1;;;15.8;111020;12.1;911020;21.1;16;;34;
191021;1;;;15.7;901021;11.1;031021;21.3;13;;34;
191022;1;;;16.0;121022;11.9;991022;21.4;12;;29;
191023;1;;;15.8;071023;10.9;011023;21.0;14;;35;
191024;1.01;;;15.9;001024;10.9;971024;20.1;14;;31;
191025;1;;;15.9;981025;12.0;141025;21.4;11;;28;
191026;1;;;16.1;171026;12.8;931026;22.8;11;;25;
191027;1;;;16.1;901027;12.6;161027;20.5;8;;18;
191028;1;;;16.2;111028;12.1;961028;21.2;14;;28;
191029;1;;;16.3;001029;12.2;091029;22.4;11;;28;
191030;1;;;16.3;071030;10.8;091030;22.3;10;;33;
191031;1;;;16.3;941031;11.4;991031;22.6;10;;35;
191101;1;;;16.4;931101;12.0;091101;23.6;10;;31;
191102;1;;;16.4;001102;10.8;941102;23.4;10;;28;
191103;1;;;16.5;011103;11.8;941103;21.7;10;;28;
191104;1;;;16.5;991104;12.7;161104;22.5;9;;27;
191105;1;;;16.5;071105;11.0;921105;21.1;9;;26;
191106;1;;;16.6;981106;13.1;981106;20.8;8;;26;
191107;1;;;16.7;071107;12.9;931107;22.6;8;;22;
191108;1;;;16.8;021108;12.8;971108;21.5;7;;16;
191109;1;;;16.8;111109;13.8;971109;21.3;6;;19;
191110;1;;;16.8;991110;13.4;971110;22.4;8;;21;
191111;1;;;16.9;021111;11.1;921111;22.9;11;;24;
191112;1;;;16.9;001112;12.0;081112;21.6;10;;19;
191113;1;;;17.0;041113;12.7;081113;21.9;11;;22;
191114;1.01;;;16.9;131114;12.2;081114;21.1;8;;20;
191115;1;;;17.1;911115;11.7;081115;21.4;7;;24;
191116;1;;;17.0;001116;11.4;971116;21.6;8;;21;
191117;1.01;;;17.0;001117;11.0;131117;21.4;8;;21;
191118;1;;;17.2;091118;12.3;921118;24.5;10;;23;
191119;1;;;17.3;941119;13.0;191119;22.8;14;;35;
191120;1;;;17.4;131120;13.4;961120;22.5;11;;28;
191121;1;;;17.3;011121;12.0;191121;22.5;14;;31;
191122;1;;;17.6;991122;12.8;191122;23.1;16;;36;
191123;1;;;17.7;961123;14.4;951123;21.9;10;;25;
191124;1;;;17.6;101124;12.8;971124;23.1;7;;19;
191125;1;;;17.7;931125;12.8;961125;23.5;10;;26;
191126;1;;;17.8;071126;12.8;031126;23.3;14;;42;
191127;1;;;17.6;011127;12.6;031127;22.6;19;;45;
191128;1;;;17.6;011128;12.9;031128;22.6;15;;41;
191129;1;;;17.8;011129;12.6;971129;22.9;15;;41;
191130;1;;;17.8;121130;13.4;971130;22.9;14;;33;
191201;1.06;;;17.7;071201;13.4;971201;22.4;16;;34;
191202;1;;;18.1;071202;13.8;971202;23.1;13;;32;
191203;1;;;18.1;991203;12.3;121203;23.9;13;;27;
191204;1;;;18.1;991204;13.3;131204;23.9;14;;29;
191205;1;;;18.0;991205;12.5;921205;23.5;12;;28;
191206;1;;;18.1;951206;13.9;911206;23.6;12;;31;
191207;1;;;18.1;051207;12.1;971207;23.7;12;;27;
191208;1.01;;;18.2;051208;12.7;971208;24.0;;9;;
191209;1.02;;;18.2;071209;12.5;971209;25.1;9;;21;
191210;1;;;18.3;051210;13.0;971210;25.0;10;;26;
191211;1;;;18.1;071211;13.6;971211;24.4;8;;22;
191212;1;;;18.3;021212;13.3;971212;24.5;8;;19;
191213;1;;;18.6;901213;13.8;971213;25.1;9;;20;
191214;1;;;18.5;901214;13.0;041214;24.6;11;;26;
191215;1;;;18.6;071215;13.7;041215;25.2;10;;23;
191216;1;;;18.5;071216;12.8;971216;25.4;12;;29;
191217;1;;;18.8;071217;13.0;971217;25.4;13;;29;
191218;1;;;18.8;911218;14.0;011218;27.8;12;;26;
191219;1;;;18.8;981219;14.7;971219;24.7;11;;26;
191220;1;;;19.0;901220;13.7;001220;24.7;10;;26;
191221;1;;;18.9;951221;14.3;971221;25.3;10;;25;
191222;1;;;19.0;141222;13.8;971222;25.5;13;;27;
191223;1;;;19.0;951223;14.2;941223;25.0;13;;27;
191224;1;;;19.0;021224;13.2;971224;24.9;14;;31;
191225;1;;;19.2;141225;14.6;971225;25.6;12;;24;
191226;1;;;19.3;961226;14.0;971226;25.7;11;;27;
191227;1;;;19.4;121227;13.3;971227;25.6;12;;30;
191228;1;;;19.3;031228;14.2;971228;25.9;9;;25;
191229;1;;;19.4;121229;14.1;971229;25.5;9;;20;
191230;1;;;19.6;141230;14.3;961230;25.2;10;;26;
191231;1.03;;;19.7;021231;14.0;061231;26.3;10;;24;
200101;1.01;;;19.7;130101;14.9;070101;27.7;9;;18;
200102;1.07;;;19.6;030102;14.9;070102;25.0;10;;26;
200103;1;;;19.8;970103;15.0;980103;25.1;9;;27;
200104;1;;;19.7;930104;15.0;980104;25.5;8;;25;
200105;1;;;20.0;030105;14.8;170105;26.8;9;;22;
200106;1.01;;;20.1;940106;15.0;200106;27.5;9;;31;
200107;1;;;20.0;130107;14.6;980107;27.9;7;;21;
200108;1;;;20.1;130108;14.7;140108;27.2;10;;28;
200109;1;;;20.0;110109;14.9;140109;26.5;9;;24;
200110;1;;;20.0;960110;14.5;950110;25.9;8;;28;
200111;1;;;20.0;110111;15.0;050111;26.7;9;;27;
200112;1;;;20.0;950112;15.0;980112;26.0;9;;23;
200113;1;;;20.1;120113;15.1;950113;26.6;9;;29;
200114;1;;;20.2;990114;14.7;980114;26.1;9;;30;
200115;1;;;20.3;120115;15.0;980115;26.3;5;;20;
200116;1;;;20.4;120116;14.7;170116;26.8;8;;25;
200117;1;;;20.6;120117;15.3;980117;31.8;7;;25;
200118;1;;;20.5;990118;14.0;080118;27.4;9;;32;
200119;1;;;20.5;990119;14.7;170119;28.6;6;;19;
200120;1;;;20.5;110120;14.5;170120;27.7;8;;26;
200121;1;;;20.5;990121;14.7;170121;30.3;7;;27;
200122;1;;;20.4;960122;15.3;170122;28.3;7;;26;
200123;;;;20.4;910123;15.5;170123;28.4;;;;
200124;;;;20.5;020124;13.6;200124;28.3;;;;
200125;1;;;20.4;090125;15.3;170125;26.1;5;;23;
200126;1;;;20.4;020126;14.8;170126;29.3;8;;21;
200127;1;;;20.3;050127;15.3;170127;27.5;7;;25;
200128;1;;;20.5;070128;15.1;190128;27.2;7;;22;
200129;1;;;20.7;070129;14.7;030129;27.3;10;;37;
200130;1;;;20.6;970130;15.2;030130;28.2;10;;28;
200131;1;;;20.4;050131;13.8;160131;26.4;9;;28;
200201;1;;;20.5;050201;12.9;170201;27.0;7;;26;
200202;1;;;20.3;050202;12.9;170202;27.6;7;;21;
200203;1;;;20.3;050203;14.5;980203;26.0;6;;19;
200204;1;;;20.4;050204;14.0;980204;26.0;6;;20;
200205;1;;;20.4;970205;14.9;130205;26.0;7;;24;
200206;1;;;20.4;120206;14.7;130206;25.9;8;;27;
200207;1;;;20.3;050207;14.2;190207;25.6;8;;25;
200208;1;;;20.2;050208;14.5;130208;26.1;7;;25;
200209;1;;;20.2;000209;14.8;980209;26.8;7;;20;
200210;1;;;20.3;.;14.7;980210;26.7;7;;25;
200211;1;;;20.3;000211;15.1;120211;25.6;9;;30;
200212;1;;;20.1;960212;15.4;120212;27.5;8;;23;
200213;1;;;20.2;000213;15.0;010213;25.0;6;;26;
200214;1.01;;;20.2;050214;14.6;060214;26.8;8;;30;
200215;1;;;20.2;960215;14.7;060215;26.1;11;;32;
200216;1;;;20.3;960216;15.2;100216;25.6;8;;25;
200217;1.01;;;20.1;050217;14.9;010217;25.1;7;;27;
200218;1;;;20.2;000218;14.7;090218;25.7;9;;26;
200219;1;;;20.1;000219;14.9;150219;29.1;8;;24;
200220;1;;;20.1;130220;15.2;980220;25.6;10;;32;
200221;1;;;20.1;130221;14.3;980221;27.7;10;;32;
200222;1;;;20.0;910222;15.0;160222;28.0;10;;28;
200223;1;;;20.0;070223;14.9;170223;27.6;9;;25;
200224;1;;;20.0;120224;14.4;170224;27.0;10;;31;
200225;1.05;;;20.0;950225;14.4;170225;27.0;8;;25;
200226;1.01;;;20.0;080226;14.5;170226;27.6;9;;28;
200227;1.02;;;20.0;080227;14.1;170227;27.1;10;;33;
200228;1.04;;;19.9;950228;13.8;170228;25.8;8;;27;
200229;1.01;;;19.3;960229;14.9;160229;24.7;8;;25;
200301;1;;;19.6;950301;14.4;980301;25.2;8;;21;
200302;1;;;19.6;000302;14.4;970302;26.2;8;;24;
200303;1;;;19.7;000303;13.5;.;30.6;8;;23;
200304;1.01;;;19.8;000304;13.6;970304;27.9;6;;22;
200305;1;;;19.7;140305;14.0;970305;26.2;7;;19;
200306;;;;19.7;070306;14.9;050306;25.4;;;;
200307;1;;;19.7;090307;14.7;010307;25.9;11;;35;
200308;1.01;;;19.6;070308;14.6;080308;24.8;11;;35;
200309;1;;;19.5;100309;14.7;000309;25.6;11;;40;
200310;1;;;19.5;070310;14.5;140310;24.6;8;;29;
200311;1;;;19.4;070311;15.0;920311;25.4;8;;27;
200312;1;;;19.5;080312;14.4;150312;25.6;8;;25;
200313;1;;;19.4;080313;13.9;990313;25.8;8;;29;
200314;1;;;19.2;080314;14.0;020314;25.0;8;;22;
200315;1;;;19.2;040315;13.5;980315;27.3;7;;20;
200316;1;;;19.2;050316;13.7;980316;25.4;10;;35;
200317;1;;;19.1;040317;13.4;920317;25.1;9;;35;
200318;1;;;19.1;940318;14.4;090318;24.8;7;;23;
200319;1.01;;;19.1;130319;13.5;920319;24.5;10;;33;
200320;1;;;18.9;080320;13.9;920320;24.9;8;;26;
200321;1;;;19.0;130321;13.9;150321;26.0;10;;33;
200322;;1;;18.7;180322;13.3;150322;24.1;9;;27;
200323;;1.01;;18.7;910323;13.0;150323;26.5;;8;27;
200324;1;;;18.8;000324;14.0;150324;26.6;;2;32;
200325;1;;;18.7;970325;13.6;920325;24.2;;3;28;
200326;1;;;18.6;060326;13.6;920326;28.3;;3;22;
200327;;1.07;;18.7;050327;13.2;920327;26.0;;6;;18
200328;1;;;18.4;060328;13.1;920328;24.4;6;;;9
200329;1;;;18.5;060329;13.4;000329;24.2;7;;;7
200330;;1.01;;18.4;070330;13.2;140330;26.1;9;;;15
200331;1;;;18.4;030331;13.0;100331;25.4;9;;32;
200401;1;;;18.5;130401;12.9;920401;23.9;7;;24;
200402;1;;;18.4;030402;12.9;200402;23.6;11;;31;
200403;;1;;18.2;030403;12.2;980403;23.6;13;;46;
200404;;1;;17.9;130404;11.9;980404;23.8;14;;49;
200405;1;;;17.9;030405;11.8;160405;23.6;16;;53;
200406;1.18;;;17.8;000406;12.3;920406;24.2;12;;39;
200407;1.24;;;17.8;000407;12.3;980407;24.8;11;;32;
200408;1.27;;;17.7;030408;10.0;980408;23.7;12;;36;
200409;1.12;;;17.7;000409;11.1;120409;27.7;10;;30;
200410;1;;;17.7;060410;11.5;120410;25.7;7;;22;
200411;1.01;;;17.5;060411;11.5;160411;23.3;9;;28;
200412;1;;;17.4;080412;10.9;000412;26.1;10;;38;
200413;1.02;;;17.6;050413;11.0;000413;28.3;11;;35;
200414;1.02;;;17.4;060414;11.4;000414;24.4;11;;37;
200415;1.23;;;17.3;130415;11.3;040415;22.6;10;;36;
200416;1.04;;;17.2;130416;11.1;150416;22.3;9;;30;
200417;1.03;;;17.2;130417;11.6;170417;22.6;10;;33;
200418;1;;;17.2;030418;11.5;930418;23.4;12;;29;
200419;1;;;17.1;030419;11.2;090419;23.6;13;;31;
200420;1;;;16.9;020420;11.4;120420;22.6;16;;38;
200421;1.06;;;16.7;080421;10.9;.;21.8;15;;36;
200422;1;;;16.8;000422;11.4;090422;22.8;15;;34;
200423;1;;;16.7;080423;11.2;060423;23.2;10;;27;
200424;1.01;;;17.0;130424;11.0;050424;24.7;9;;23;
200425;1.04;;;16.8;130425;11.3;050425;23.9;10;;28;
200426;1;;;16.3;910426;10.4;150426;21.4;8;;25;
200427;1;;;16.5;130427;10.9;930427;21.5;7;;26;
200428;;;;16.3;960428;10.7;180428;23.7;7;;25;
200429;;;;16.6;100429;10.6;970429;23.4;10;;27;
200430;1;;;16.4;010430;9.8;160430;22.5;12;;27;
200501;1;;;16.3;010501;9.6;100501;24.1;8;;18;
200502;1;;;16.2;010502;9.5;970502;22.1;11;;23;
200503;1;;;16.3;080503;8.7;970503;24.2;9;;23;
200504;1.01;;;16.4;080504;9.9;940504;23.3;13;;35;
200505;1;;;16.5;080505;11.2;010505;23.9;14;;40;
200506;1.03;;;16.4;000506;10.6;.;23.0;14;;34;
200507;1;;;16.4;120507;11.2;970507;26.7;19;;36;
200508;1;;;16.1;990508;10.6;970508;22.3;20;;42;
200509;;1;;16.0;070509;9.0;920509;21.9;18;;36;
200510;;1;;15.9;070510;7.9;170510;25.8;13;;27;
200511;1.01;;;16.0;010511;9.5;170511;25.0;14;;31;
200512;1.17;;;16.1;010512;8.6;170512;27.9;18;;37;
200513;1.01;;;16.1;070513;9.2;920513;22.5;11;;35;
200514;1;;;16.1;010514;9.3;000514;23.9;10;;28;
200515;1;;;15.7;930515;9.9;970515;22.3;14;;33;
200516;1;;;15.8;040516;9.1;970516;22.0;16;;32;
200517;1;;;15.7;040517;9.9;970517;21.2;12;;29;
200518;1;;;15.7;080518;9.2;970518;21.8;13;;33;
200519;1;;;15.8;070519;9.4;.;27.0;13;;31;
200520;1;;;15.7;000520;9.9;010520;22.4;10;;29;
200521;1.01;;;15.2;000521;9.5;970521;19.9;9;;26;
200522;;;;15.2;000522;9.0;970522;22.2;9;;43;
200523;;;4.16;15.3;190523;9.5;970523;24.1;12;;31;
200524;;;3.72;15.3;040524;9.2;920524;21.3;18;;38;
200525;;;3.81;15.3;070525;9.4;020525;28.6;16;;32;
200526;;;3.98;15.3;040526;8.1;020526;25.7;13;;29;
200527;;;2.63;15.2;990527;9.0;920527;22.7;12;;28;
200528;1;;;15.1;080528;9.5;970528;22.6;10;;27;
200529;1;;;15.3;040529;8.2;200529;23.1;9;;31;
200530;;1;;15.2;070530;8.9;910530;22.3;12;;50;
200531;;1;;15.0;080531;8.3;970531;20.9;8;;31;
200601;;1;;14.8;090601;9.1;990601;20.5;8;;31;
200602;;1;;15.0;080602;9.1;160602;23.8;8;;23;
200603;1;;;14.9;080603;9.9;000603;22.0;6;;21;
200604;1;;;15.0;030604;9.5;970604;22.1;7;;39;
200605;1.03;;;14.8;040605;8.1;970605;20.7;14;;108;
200606;1.03;;;14.6;200605;9.5;920606;20.4;13;;62;
